`GPT2SdpaAttention` is used but `torch.nn.functional.scaled_dot_product_attention` does not support `output_attentions=True` or `head_mask`. Falling back to the manual attention implementation, but specifying the manual implementation will be required from Transformers version v5.0.0 onwards. This warning can be removed using the argument `attn_implementation="eager"` when loading the model.
graph 0: base T 18.0  qk_removal +67.5/e0.27  mlp/answer/L1/mean/alone +81.0/e0.47  mlp/answer/L1/same_answer/alone +81.7/e0.00  mlp/answer/L1/random/alone +29.3/e1.00  thoughtK/same_answer/plus_removal +81.4/e0.00  thoughtK/random/plus_removal -14.3/e1.00  decoy_edges/path/plus_removal +69.6/e0.28  cand_tokens/path/alone +49.8/e0.44
graph 12: base T 99.9  qk_removal -22.4/e0.00  mlp/answer/L1/mean/alone -0.1/e0.36  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -1.4/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -2.2/e1.00  decoy_edges/path/plus_removal -15.2/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 13: base T 99.9  qk_removal -1.0/e0.00  mlp/answer/L1/mean/alone -10.7/e0.10  mlp/answer/L1/same_answer/alone -1.1/e0.00  mlp/answer/L1/random/alone +0.1/e0.00  thoughtK/same_answer/plus_removal -1.1/e0.00  thoughtK/random/plus_removal +0.1/e0.00  decoy_edges/path/plus_removal -1.2/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 14: base T 86.8  qk_removal -35.4/e0.00  mlp/answer/L1/mean/alone -44.0/e0.01  mlp/answer/L1/same_answer/alone +13.1/e0.00  mlp/answer/L1/random/alone -77.4/e1.00  thoughtK/same_answer/plus_removal +13.1/e0.00  thoughtK/random/plus_removal -82.8/e0.99  decoy_edges/path/plus_removal -35.6/e0.00  cand_tokens/path/alone +6.2/e0.00
graph 15: base T 63.1  qk_removal -63.1/e0.00  mlp/answer/L1/mean/alone -53.5/e0.05  mlp/answer/L1/same_answer/alone +36.7/e0.00  mlp/answer/L1/random/alone +27.8/e0.99  thoughtK/same_answer/plus_removal +36.8/e0.00  thoughtK/random/plus_removal +25.3/e1.00  decoy_edges/path/plus_removal -63.1/e0.00  cand_tokens/path/alone -3.0/e0.00
graph 16: base T 100.0  qk_removal -80.3/e0.56  mlp/answer/L1/mean/alone -93.1/e0.89  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -20.5/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -29.6/e1.00  decoy_edges/path/plus_removal -79.0/e0.57  cand_tokens/path/alone +0.0/e0.00
graph 17: base T 99.9  qk_removal -0.6/e0.00  mlp/answer/L1/mean/alone -4.5/e0.62  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -27.5/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -50.1/e1.00  decoy_edges/path/plus_removal -0.4/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 18: base T 100.0  qk_removal -0.1/e0.00  mlp/answer/L1/mean/alone -4.5/e0.33  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -2.9/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -4.7/e0.98  decoy_edges/path/plus_removal -0.1/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 19: base T 100.0  qk_removal -0.3/e0.02  mlp/answer/L1/mean/alone -0.3/e0.49  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -31.0/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -67.2/e1.00  decoy_edges/path/plus_removal -0.2/e0.02  cand_tokens/path/alone +0.0/e0.00
graph 20: base T 98.7  qk_removal -86.3/e0.11  mlp/answer/L1/mean/alone -48.7/e0.52  mlp/answer/L1/same_answer/alone +1.3/e0.00  mlp/answer/L1/random/alone -71.5/e1.00  thoughtK/same_answer/plus_removal +1.2/e0.00  thoughtK/random/plus_removal -86.3/e1.00  decoy_edges/path/plus_removal -87.4/e0.10  cand_tokens/path/alone +0.3/e0.00
graph 21: base T 100.0  qk_removal -0.5/e0.02  mlp/answer/L1/mean/alone -4.2/e0.65  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -43.2/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -75.8/e1.00  decoy_edges/path/plus_removal -0.5/e0.02  cand_tokens/path/alone +0.0/e0.00
graph 22: base T 99.9  qk_removal -1.7/e0.01  mlp/answer/L1/mean/alone -8.0/e0.01  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -27.4/e1.00  thoughtK/same_answer/plus_removal -0.1/e0.00  thoughtK/random/plus_removal -42.2/e1.00  decoy_edges/path/plus_removal -2.0/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 23: base T 100.0  qk_removal -97.9/e0.04  mlp/answer/L1/mean/alone -31.8/e0.09  mlp/answer/L1/same_answer/alone -14.6/e0.00  mlp/answer/L1/random/alone -75.5/e1.00  thoughtK/same_answer/plus_removal -34.6/e0.01  thoughtK/random/plus_removal -83.1/e1.00  decoy_edges/path/plus_removal -97.1/e0.05  cand_tokens/path/alone +0.0/e0.00
graph 24: base T 0.0  qk_removal -0.0/e0.00  mlp/answer/L1/mean/alone +4.2/e0.11  mlp/answer/L1/same_answer/alone +94.7/e0.01  mlp/answer/L1/random/alone +10.2/e1.00  thoughtK/same_answer/plus_removal +98.3/e0.01  thoughtK/random/plus_removal +27.4/e1.00  decoy_edges/path/plus_removal -0.0/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 25: base T 100.0  qk_removal -0.1/e0.00  mlp/answer/L1/mean/alone -0.0/e0.16  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -33.8/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -11.2/e1.00  decoy_edges/path/plus_removal -0.1/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 26: base T 98.3  qk_removal -0.9/e0.02  mlp/answer/L1/mean/alone -69.0/e0.84  mlp/answer/L1/same_answer/alone -1.6/e0.00  mlp/answer/L1/random/alone -27.9/e1.00  thoughtK/same_answer/plus_removal -0.7/e0.00  thoughtK/random/plus_removal -40.7/e1.00  decoy_edges/path/plus_removal -0.9/e0.02  cand_tokens/path/alone +0.2/e0.10
graph 27: base T 100.0  qk_removal -95.5/e0.00  mlp/answer/L1/mean/alone -9.4/e0.33  mlp/answer/L1/same_answer/alone -0.1/e0.00  mlp/answer/L1/random/alone +0.0/e0.00  thoughtK/same_answer/plus_removal -0.1/e0.00  thoughtK/random/plus_removal +0.0/e0.00  decoy_edges/path/plus_removal -95.5/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 28: base T 100.0  qk_removal -8.2/e0.01  mlp/answer/L1/mean/alone -4.4/e0.33  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -17.2/e1.00  thoughtK/same_answer/plus_removal -0.3/e0.00  thoughtK/random/plus_removal -20.6/e1.00  decoy_edges/path/plus_removal -8.3/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 29: base T 100.0  qk_removal -0.2/e0.00  mlp/answer/L1/mean/alone -1.6/e0.03  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -0.1/e0.98  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -0.1/e0.98  decoy_edges/path/plus_removal -0.2/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 30: base T 100.0  qk_removal -0.0/e0.00  mlp/answer/L1/mean/alone -0.2/e0.01  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -33.8/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -63.0/e1.00  decoy_edges/path/plus_removal -0.0/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 31: base T 23.4  qk_removal -23.4/e0.00  mlp/answer/L1/mean/alone -20.8/e0.06  mlp/answer/L1/same_answer/alone +76.5/e0.00  mlp/answer/L1/random/alone -22.0/e1.00  thoughtK/same_answer/plus_removal +76.5/e0.00  thoughtK/random/plus_removal -22.1/e1.00  decoy_edges/path/plus_removal -23.4/e0.00  cand_tokens/path/alone -1.9/e0.00
graph 32: base T 100.0  qk_removal -96.4/e0.03  mlp/answer/L1/mean/alone -1.0/e0.14  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -45.0/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -73.9/e1.00  decoy_edges/path/plus_removal -96.2/e0.03  cand_tokens/path/alone +0.0/e0.00
graph 33: base T 100.0  qk_removal -27.3/e0.02  mlp/answer/L1/mean/alone -10.4/e0.16  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -88.8/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -79.9/e1.00  decoy_edges/path/plus_removal -27.4/e0.02  cand_tokens/path/alone +0.0/e0.00
graph 34: base T 99.9  qk_removal -58.6/e0.03  mlp/answer/L1/mean/alone -6.4/e0.19  mlp/answer/L1/same_answer/alone +0.1/e0.00  mlp/answer/L1/random/alone -5.7/e1.00  thoughtK/same_answer/plus_removal +0.1/e0.00  thoughtK/random/plus_removal -10.9/e1.00  decoy_edges/path/plus_removal -61.1/e0.03  cand_tokens/path/alone +0.0/e0.00
graph 35: base T 99.7  qk_removal -89.8/e0.53  mlp/answer/L1/mean/alone -65.5/e0.26  mlp/answer/L1/same_answer/alone +0.3/e0.00  mlp/answer/L1/random/alone -65.3/e1.00  thoughtK/same_answer/plus_removal +0.3/e0.00  thoughtK/random/plus_removal -76.5/e1.00  decoy_edges/path/plus_removal -89.7/e0.53  cand_tokens/path/alone +0.0/e0.00
graph 36: base T 99.9  qk_removal -15.4/e0.09  mlp/answer/L1/mean/alone -38.6/e0.34  mlp/answer/L1/same_answer/alone -0.1/e0.00  mlp/answer/L1/random/alone -2.0/e1.00  thoughtK/same_answer/plus_removal -0.1/e0.00  thoughtK/random/plus_removal -6.4/e1.00  decoy_edges/path/plus_removal -19.0/e0.09  cand_tokens/path/alone -0.0/e0.00
graph 37: base T 100.0  qk_removal -83.9/e0.09  mlp/answer/L1/mean/alone -1.1/e0.28  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -67.7/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -87.4/e1.00  decoy_edges/path/plus_removal -84.1/e0.09  cand_tokens/path/alone +0.0/e0.00
graph 38: base T 61.8  qk_removal +33.8/e0.03  mlp/answer/L1/mean/alone +27.8/e0.43  mlp/answer/L1/same_answer/alone +38.2/e0.00  mlp/answer/L1/random/alone +8.8/e1.00  thoughtK/same_answer/plus_removal +38.0/e0.00  thoughtK/random/plus_removal +4.8/e1.00  decoy_edges/path/plus_removal +33.9/e0.04  cand_tokens/path/alone +10.0/e0.01
graph 39: base T 100.0  qk_removal -11.3/e0.00  mlp/answer/L1/mean/alone -16.3/e0.12  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone +0.0/e0.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal +0.0/e0.00  decoy_edges/path/plus_removal -11.1/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 40: base T 100.0  qk_removal -23.6/e0.01  mlp/answer/L1/mean/alone -0.1/e0.00  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -100.0/e0.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -100.0/e0.00  decoy_edges/path/plus_removal -23.3/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 41: base T 99.9  qk_removal -90.2/e0.01  mlp/answer/L1/mean/alone -81.0/e0.18  mlp/answer/L1/same_answer/alone +0.1/e0.00  mlp/answer/L1/random/alone -1.2/e1.00  thoughtK/same_answer/plus_removal +0.1/e0.00  thoughtK/random/plus_removal -1.8/e1.00  decoy_edges/path/plus_removal -91.0/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 42: base T 100.0  qk_removal -97.5/e0.01  mlp/answer/L1/mean/alone -0.5/e0.13  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -16.9/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -41.4/e1.00  decoy_edges/path/plus_removal -97.5/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 43: base T 100.0  qk_removal -30.3/e0.73  mlp/answer/L1/mean/alone -4.5/e0.36  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -5.6/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -37.6/e1.00  decoy_edges/path/plus_removal -30.2/e0.73  cand_tokens/path/alone +0.0/e0.00
graph 44: base T 1.4  qk_removal +16.3/e0.01  mlp/answer/L1/mean/alone +97.8/e0.02  mlp/answer/L1/same_answer/alone +98.6/e0.00  mlp/answer/L1/random/alone +81.5/e1.00  thoughtK/same_answer/plus_removal +98.6/e0.00  thoughtK/random/plus_removal +64.0/e1.00  decoy_edges/path/plus_removal +17.9/e0.01  cand_tokens/path/alone +1.5/e0.00
graph 45: base T 100.0  qk_removal -0.2/e0.00  mlp/answer/L1/mean/alone -3.4/e0.34  mlp/answer/L1/same_answer/alone -0.2/e0.00  mlp/answer/L1/random/alone -9.1/e1.00  thoughtK/same_answer/plus_removal -0.7/e0.00  thoughtK/random/plus_removal -23.4/e1.00  decoy_edges/path/plus_removal -0.2/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 46: base T 100.0  qk_removal -74.8/e0.02  mlp/answer/L1/mean/alone -10.7/e0.23  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -11.5/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -6.6/e1.00  decoy_edges/path/plus_removal -75.1/e0.02  cand_tokens/path/alone -0.0/e0.00
graph 47: base T 100.0  qk_removal -0.1/e0.00  mlp/answer/L1/mean/alone -78.0/e0.68  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -16.9/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -20.0/e1.00  decoy_edges/path/plus_removal -0.1/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 48: base T 97.4  qk_removal -84.5/e0.04  mlp/answer/L1/mean/alone -92.5/e0.28  mlp/answer/L1/same_answer/alone +2.5/e0.00  mlp/answer/L1/random/alone +2.6/e0.00  thoughtK/same_answer/plus_removal +2.6/e0.00  thoughtK/random/plus_removal +2.6/e0.00  decoy_edges/path/plus_removal -82.4/e0.04  cand_tokens/path/alone -0.1/e0.00
graph 49: base T 100.0  qk_removal -3.4/e0.02  mlp/answer/L1/mean/alone -6.2/e0.71  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -78.9/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -91.6/e1.00  decoy_edges/path/plus_removal -3.5/e0.02  cand_tokens/path/alone +0.0/e0.00
graph 50: base T 96.5  qk_removal -96.0/e0.00  mlp/answer/L1/mean/alone -29.5/e0.01  mlp/answer/L1/same_answer/alone +3.3/e0.00  mlp/answer/L1/random/alone -28.4/e0.95  thoughtK/same_answer/plus_removal +3.3/e0.00  thoughtK/random/plus_removal -50.7/e0.99  decoy_edges/path/plus_removal -96.1/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 51: base T 98.0  qk_removal -71.7/e0.00  mlp/answer/L1/mean/alone -88.8/e0.28  mlp/answer/L1/same_answer/alone +1.9/e0.00  mlp/answer/L1/random/alone -98.0/e0.00  thoughtK/same_answer/plus_removal +1.9/e0.00  thoughtK/random/plus_removal -98.0/e0.00  decoy_edges/path/plus_removal -72.5/e0.00  cand_tokens/path/alone -0.1/e0.00
graph 52: base T 100.0  qk_removal -0.0/e0.00  mlp/answer/L1/mean/alone -2.9/e0.13  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -88.1/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -74.8/e1.00  decoy_edges/path/plus_removal -0.0/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 53: base T 100.0  qk_removal -20.4/e0.05  mlp/answer/L1/mean/alone -8.2/e0.30  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -58.2/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -67.7/e1.00  decoy_edges/path/plus_removal -28.9/e0.04  cand_tokens/path/alone +0.0/e0.00
graph 54: base T 100.0  qk_removal -99.0/e0.00  mlp/answer/L1/mean/alone -20.1/e0.70  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -79.9/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -74.4/e1.00  decoy_edges/path/plus_removal -99.0/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 55: base T 100.0  qk_removal -72.1/e0.06  mlp/answer/L1/mean/alone -0.3/e0.14  mlp/answer/L1/same_answer/alone -0.2/e0.00  mlp/answer/L1/random/alone -91.3/e1.00  thoughtK/same_answer/plus_removal -0.5/e0.00  thoughtK/random/plus_removal -97.7/e1.00  decoy_edges/path/plus_removal -71.8/e0.07  cand_tokens/path/alone +0.0/e0.00
graph 56: base T 98.9  qk_removal -98.9/e0.00  mlp/answer/L1/mean/alone -46.4/e0.59  mlp/answer/L1/same_answer/alone +1.1/e0.00  mlp/answer/L1/random/alone -37.2/e1.00  thoughtK/same_answer/plus_removal +1.1/e0.00  thoughtK/random/plus_removal -28.4/e1.00  decoy_edges/path/plus_removal -98.9/e0.00  cand_tokens/path/alone +0.5/e0.00
graph 57: base T 99.9  qk_removal -40.9/e0.56  mlp/answer/L1/mean/alone -20.6/e0.69  mlp/answer/L1/same_answer/alone -0.9/e0.00  mlp/answer/L1/random/alone -99.9/e0.00  thoughtK/same_answer/plus_removal -1.1/e0.00  thoughtK/random/plus_removal -99.9/e0.00  decoy_edges/path/plus_removal -40.5/e0.56  cand_tokens/path/alone +0.0/e0.00
graph 58: base T 100.0  qk_removal -94.0/e0.12  mlp/answer/L1/mean/alone -71.8/e0.02  mlp/answer/L1/same_answer/alone -27.6/e0.00  mlp/answer/L1/random/alone -100.0/e0.00  thoughtK/same_answer/plus_removal -48.3/e0.00  thoughtK/random/plus_removal -100.0/e0.00  decoy_edges/path/plus_removal -93.7/e0.12  cand_tokens/path/alone -0.0/e0.00
graph 59: base T 100.0  qk_removal -9.9/e0.09  mlp/answer/L1/mean/alone -99.0/e0.91  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -86.4/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -81.5/e1.00  decoy_edges/path/plus_removal -9.5/e0.09  cand_tokens/path/alone -0.0/e0.00
graph 60: base T 100.0  qk_removal +0.0/e0.01  mlp/answer/L1/mean/alone -11.8/e1.00  mlp/answer/L1/same_answer/alone -0.1/e0.14  mlp/answer/L1/random/alone -3.8/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.11  thoughtK/random/plus_removal -0.8/e1.00  decoy_edges/path/plus_removal +0.0/e0.01  cand_tokens/path/alone -0.0/e0.31
graph 61: base T 100.0  qk_removal -13.9/e0.01  mlp/answer/L1/mean/alone -19.7/e0.60  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -54.3/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -37.4/e1.00  decoy_edges/path/plus_removal -13.6/e0.01  cand_tokens/path/alone -0.0/e0.00
graph 62: base T 100.0  qk_removal -4.9/e0.02  mlp/answer/L1/mean/alone -0.8/e0.03  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -0.0/e0.91  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -0.0/e0.94  decoy_edges/path/plus_removal -4.7/e0.02  cand_tokens/path/alone +0.0/e0.00
graph 63: base T 99.0  qk_removal -42.7/e0.05  mlp/answer/L1/mean/alone -18.2/e0.94  mlp/answer/L1/same_answer/alone +1.0/e0.00  mlp/answer/L1/random/alone -67.7/e1.00  thoughtK/same_answer/plus_removal -5.3/e0.02  thoughtK/random/plus_removal -9.6/e0.08  decoy_edges/path/plus_removal -43.5/e0.05  cand_tokens/path/alone +0.0/e0.00
graph 64: base T 100.0  qk_removal -0.4/e0.18  mlp/answer/L1/mean/alone -1.8/e0.23  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -2.2/e0.99  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -4.0/e1.00  decoy_edges/path/plus_removal -0.4/e0.19  cand_tokens/path/alone +0.0/e0.00
graph 65: base T 100.0  qk_removal -0.0/e0.29  mlp/answer/L1/mean/alone -88.1/e0.58  mlp/answer/L1/same_answer/alone -0.2/e0.00  mlp/answer/L1/random/alone -91.1/e1.00  thoughtK/same_answer/plus_removal -0.3/e0.00  thoughtK/random/plus_removal -95.1/e1.00  decoy_edges/path/plus_removal -0.0/e0.28  cand_tokens/path/alone +0.0/e0.00
graph 66: base T 5.1  qk_removal -3.4/e0.00  mlp/answer/L1/mean/alone -2.3/e0.93  mlp/answer/L1/same_answer/alone +61.1/e0.02  mlp/answer/L1/random/alone -5.0/e1.00  thoughtK/same_answer/plus_removal +61.8/e0.02  thoughtK/random/plus_removal -5.0/e1.00  decoy_edges/path/plus_removal -3.2/e0.00  cand_tokens/path/alone -2.4/e0.00
graph 67: base T 100.0  qk_removal -99.2/e0.00  mlp/answer/L1/mean/alone -7.7/e0.25  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone +0.0/e0.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal +0.0/e0.00  decoy_edges/path/plus_removal -99.2/e0.00  cand_tokens/path/alone +0.0/e0.00
